SESSION START,NAME,SCENARIO,CURRENT SCENARIO VERSION,SCENARIO VERSION PLAYED,SESSION ID#,ACTION TIMESTAMP (SECS AFTER START),ACTION TITLE
11/09/2023 13:00,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,0,start scenario
11/09/2023 13:01,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,46,observe airway and talk to patient
11/09/2023 13:01,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,64,ask consent to examine sam
11/09/2023 13:02,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,88,observe respiratory rate and signs of respiratory distress
11/09/2023 13:02,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,120,auscultate lungs
11/09/2023 13:03,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,157,past medical history
11/09/2023 13:03,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,199,measure oxygen saturations & heart rate
11/09/2023 13:04,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,228,non-rebreather mask (15 l/min)
11/09/2023 13:04,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,240,prescribed medications
11/09/2023 13:04,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,258,allergies
11/09/2023 13:05,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,278,capillary refill time (central)
11/09/2023 13:05,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,309,capillary refill time (peripheral)
11/09/2023 13:06,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,331,check temperature (tympanic)
11/09/2023 13:06,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,378,measure blood pressure
11/09/2023 13:07,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,431,normal
11/09/2023 13:07,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,431,> 30 breaths per min
11/09/2023 13:07,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,431,mild / none
11/09/2023 13:07,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,431,sp o2 <95% in air and/or receiving oxygen
11/09/2023 13:07,Paeds Account 22,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,316277,431,> 120 bpm
