SESSION START,NAME,SCENARIO,CURRENT SCENARIO VERSION,SCENARIO VERSION PLAYED,SESSION ID#,ACTION TIMESTAMP (SECS AFTER START),ACTION TITLE
08/01/2024 12:39,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,0,start scenario
08/01/2024 12:40,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,52,introduce yourself
08/01/2024 12:41,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,85,ask consent to examine sam
08/01/2024 12:41,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,119,presenting complaint
08/01/2024 12:41,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,130,history of presenting complaint
08/01/2024 12:42,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,159,how are you feeling?
08/01/2024 12:42,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,171,observe airway and talk to patient
08/01/2024 12:42,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,189,provide reassurance
08/01/2024 12:43,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,203,observe respiratory rate and signs of respiratory distress
08/01/2024 12:43,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,235,auscultate lungs
08/01/2024 12:44,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,275,allergies
08/01/2024 12:44,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,283,family history
08/01/2024 12:44,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,295,ask for peak flow
08/01/2024 12:45,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,346,respiratory
08/01/2024 12:46,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,388,ask for urine dip and culture
08/01/2024 12:46,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,410,measure oxygen saturations & heart rate
08/01/2024 12:46,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,436,simple face mask (6 l /min)
08/01/2024 12:47,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,455,ask for tips
08/01/2024 12:48,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,519,normal
08/01/2024 12:48,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,519,> 30 breaths per min
08/01/2024 12:48,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,519,mild / none
08/01/2024 12:48,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,519,sp o2 >95% with oxygen
08/01/2024 12:48,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,519,70 - 120 bpm
08/01/2024 12:48,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,519,yes
08/01/2024 12:48,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,539,check temperature (tympanic)
08/01/2024 12:49,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,615,situation option 1
08/01/2024 12:49,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,615,situation option 2
08/01/2024 12:49,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,615,situation option 4
08/01/2024 12:49,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,615,background option 1
08/01/2024 12:49,Paeds Account 7,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,367121,615,background option 2
