SESSION START,NAME,SCENARIO,CURRENT SCENARIO VERSION,SCENARIO VERSION PLAYED,SESSION ID#,ACTION TIMESTAMP (SECS AFTER START),ACTION TITLE
14/02/2024 09:39,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,0,start scenario
14/02/2024 09:41,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,97,introduce yourself
14/02/2024 09:41,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,100,time triggered seizure
14/02/2024 09:42,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,127,check for hazards
14/02/2024 09:42,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,145,look in patient's mouth with a tongue depressor
14/02/2024 09:42,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,169,midazolam 0.5mg/ kg buccal (over 1 month) (max 2.5mg per dose up to 2 months)
14/02/2024 09:42,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,182,provide reassurance
14/02/2024 09:43,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,220,measure oxygen saturations & heart rate
14/02/2024 09:43,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,226,check temperature (tympanic)
14/02/2024 09:43,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,237,wash hands and apply ppe
14/02/2024 09:44,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,257,midazolam 0.5mg/ kg buccal (over 1 month) (max 2.5mg per dose up to 2 months)
14/02/2024 09:44,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,264,presenting complaint
14/02/2024 09:44,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,276,ask about fever
14/02/2024 09:44,Paeds Account 3,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,388517,290,allergies
